Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2012Q3,S08000016,S08000016,,Lymphoma,,9,,9,
2012Q3,S08000016,S08000016,,Melanoma,,2,,2,
2012Q3,S08000016,S08000016,,Ovarian,,6,,6,
2012Q3,S08000016,S08000016,,Upper GI,,11,,11,
2012Q3,S08000016,S08000016,,Urological,,31,,31,
2012Q3,S08000016,S08000024,,Breast,,1,,1,
2012Q3,S08000016,S08000024,,Cervical,,1,,1,
2012Q3,S08000016,S08000024,,Colorectal,,2,,2,
2012Q3,S08000016,S08000024,,Head & Neck,,5,,5,
2012Q3,S08000016,S08000024,,Lung,,5,,5,
2012Q3,S08000016,S08000024,,Lymphoma,,2,,2,
2012Q3,S08000016,S08000024,,Melanoma,,1,,1,
2012Q3,S08000016,S08000024,,Upper GI,,2,,2,
2012Q3,S08000016,S08000024,,Urological,,5,,5,
2012Q3,S08000017,S08000017,,Breast,,31,,31,
2012Q3,S08000017,S08000017,,Cervical,,3,,3,
2012Q3,S08000017,S08000017,,Colorectal,,35,,35,
2012Q3,S08000017,S08000017,,Head & Neck,,2,,2,
2012Q3,S08000017,S08000017,,Lung,,11,,11,
2012Q3,S08000017,S08000017,,Lymphoma,,9,,9,
2012Q3,S08000017,S08000017,,Melanoma,,13,,12,
2012Q3,S08000017,S08000017,,Ovarian,,4,,4,
2012Q3,S08000017,S08000017,,Upper GI,,16,,16,
2012Q3,S08000017,S08000017,,Urological,,39,,38,
2012Q3,S08000017,S08000024,,Cervical,,1,,1,
2012Q3,S08000017,S08000024,,Colorectal,,1,,1,
2012Q3,S08000017,S08000024,,Head & Neck,,4,,4,
2012Q3,S08000017,S08000024,,Lung,,4,,4,
2012Q3,S08000017,S08000024,,Melanoma,,1,,1,
2012Q3,S08000017,S08000024,,Ovarian,,1,,1,
2012Q3,S08000017,S08000024,,Upper GI,,4,,4,
2012Q3,S08000017,S08000024,,Urological,,10,,10,
2012Q3,S08000017,S08000031,,Lung,,1,,1,
2012Q3,S08000017,SB0801,,Lung,,3,,3,
2012Q3,S08000019,S08000019,,Breast,,44,,44,
2012Q3,S08000019,S08000019,,Cervical,,1,,1,
2012Q3,S08000019,S08000019,,Colorectal,,31,,28,
2012Q3,S08000019,S08000019,,Head & Neck,,13,,13,
2012Q3,S08000019,S08000019,,Lung,,37,,37,
2012Q3,S08000019,S08000019,,Lymphoma,,11,,11,
2012Q3,S08000019,S08000019,,Melanoma,,11,,11,
2012Q3,S08000019,S08000019,,Ovarian,,1,,1,
2012Q3,S08000019,S08000019,,Upper GI,,32,,32,
2012Q3,S08000019,S08000019,,Urological,,49,,45,
2012Q3,S08000019,S08000030,,Upper GI,,1,,1,
2012Q3,S08000019,S08000031,,Breast,,3,,3,
2012Q3,S08000019,S08000031,,Cervical,,2,,2,
2012Q3,S08000019,S08000031,,Colorectal,,9,,8,
2012Q3,S08000019,S08000031,,Head & Neck,,4,,4,
2012Q3,S08000019,S08000031,,Lung,,16,,16,
2012Q3,S08000019,S08000031,,Melanoma,,1,,1,
2012Q3,S08000019,S08000031,,Ovarian,,3,,3,
2012Q3,S08000019,S08000031,,Upper GI,,4,,4,
2012Q3,S08000019,S08000031,,Urological,,1,,1,
2012Q3,S08000019,SB0801,,Lung,,10,,10,
2012Q3,S08000020,S08000020,,Breast,,119,,119,
2012Q3,S08000020,S08000020,,Cervical,,5,,5,
2012Q3,S08000020,S08000020,,Colorectal,,101,,97,
2012Q3,S08000020,S08000020,,Head & Neck,,25,,23,
2012Q3,S08000020,S08000020,,Lung,,85,,85,
2012Q3,S08000020,S08000020,,Lymphoma,,22,,22,
2012Q3,S08000020,S08000020,,Melanoma,,27,,27,
2012Q3,S08000020,S08000020,,Ovarian,,8,,8,
2012Q3,S08000020,S08000020,,Upper GI,,37,,36,
2012Q3,S08000020,S08000020,,Urological,,107,,101,
2012Q3,S08000020,S08000022,,Head & Neck,,1,,1,
2012Q3,S08000020,S08000024,,Urological,,1,,1,
2012Q3,S08000020,S08000025,,Breast,,2,,2,
2012Q3,S08000020,S08000025,,Lymphoma,,1,,1,
2012Q3,S08000022,S08000020,,Ovarian,,1,,1,
2012Q3,S08000022,S08000022,,Breast,,75,,71,
2012Q3,S08000022,S08000022,,Colorectal,,37,,36,
2012Q3,S08000022,S08000022,,Head & Neck,,20,,17,
2012Q3,S08000022,S08000022,,Lung,,42,,42,
2012Q3,S08000022,S08000022,,Lymphoma,,15,,14,
2012Q3,S08000022,S08000022,,Melanoma,,40,,40,
2012Q3,S08000022,S08000022,,Ovarian,,8,,8,
2012Q3,S08000022,S08000022,,Upper GI,,31,,31,
2012Q3,S08000022,S08000022,,Urological,,59,,51,
2012Q3,S08000022,S08000024,,Urological,,2,,2,
2012Q3,S08000022,S08000031,,Breast,,1,,1,
2012Q3,S08000022,S08000031,,Colorectal,,2,,2,
2012Q3,S08000022,S08000031,,Lung,,4,,4,
2012Q3,S08000022,S08000031,,Lymphoma,,2,,2,
2012Q3,S08000022,S08000031,,Upper GI,,2,,2,
2012Q3,S08000022,S08000031,,Urological,,3,,3,
2012Q3,S08000022,SB0801,,Lung,,1,,1,
2012Q3,S08000024,S08000019,,Breast,,1,,1,
2012Q3,S08000024,S08000024,,Breast,,174,,174,
2012Q3,S08000024,S08000024,,Cervical,,11,,11,
2012Q3,S08000024,S08000024,,Colorectal,,104,,98,
2012Q3,S08000024,S08000024,,Head & Neck,,43,,43,
2012Q3,S08000024,S08000024,,Lung,,151,,149,
2012Q3,S08000024,S08000024,,Lymphoma,,49,,49,
2012Q3,S08000024,S08000024,,Melanoma,,45,,45,
2012Q3,S08000024,S08000024,,Ovarian,,23,,18,
2012Q3,S08000024,S08000024,,Upper GI,,76,,75,
2012Q3,S08000024,S08000024,,Urological,,154,,146,
2012Q3,S08000025,S08000020,,Colorectal,,1,,1,
2012Q3,S08000025,S08000020,,Lung,,2,,2,
2012Q3,S08000025,S08000020,,Lymphoma,,1,,1,
2012Q3,S08000025,S08000020,,Urological,,2,,2,
2012Q3,S08000025,S08000025,,Breast,,1,,1,
2012Q3,S08000025,S08000025,,Colorectal,,1,,1,
2012Q3,S08000026,S08000020,,Colorectal,,1,,1,
2012Q3,S08000026,S08000020,,Lung,,3,,3,
2012Q3,S08000026,S08000020,,Ovarian,,1,,1,
2012Q3,S08000026,S08000020,,Upper GI,,1,,1,
2012Q3,S08000026,S08000020,,Urological,,2,,2,
2012Q3,S08000026,S08000026,,Breast,,6,,6,
2012Q3,S08000026,S08000026,,Melanoma,,1,,1,
2012Q3,S08000026,S08000026,,Upper GI,,1,,1,
2012Q3,S08000028,S08000022,,Colorectal,,2,,1,
2012Q3,S08000028,S08000022,,Head & Neck,,3,,2,
2012Q3,S08000028,S08000022,,Lung,,2,,2,
2012Q3,S08000028,S08000022,,Urological,,1,,1,
2012Q3,S08000028,S08000028,,Colorectal,,4,,4,
2012Q3,S08000028,S08000028,,Lung,,2,,2,
2012Q3,S08000028,S08000028,,Melanoma,,1,,1,
2012Q3,S08000028,S08000028,,Urological,,3,,3,
2012Q3,S08000028,S08000031,,Cervical,,1,,1,
2012Q3,S08000028,S08000031,,Colorectal,,1,,1,
2012Q3,S08000029,S08000024,,Breast,,3,,3,
2012Q3,S08000029,S08000024,,Cervical,,3,,3,
2012Q3,S08000029,S08000024,,Colorectal,,4,,4,
2012Q3,S08000029,S08000024,,Head & Neck,,14,,13,
2012Q3,S08000029,S08000024,,Lung,,23,,23,
2012Q3,S08000029,S08000024,,Melanoma,,2,,2,
2012Q3,S08000029,S08000024,,Ovarian,,4,,4,
2012Q3,S08000029,S08000024,,Upper GI,,8,,8,
2012Q3,S08000029,S08000024,,Urological,,3,,3,
2012Q3,S08000029,S08000029,,Breast,,44,,44,
2012Q3,S08000029,S08000029,,Cervical,,1,,1,
2012Q3,S08000029,S08000029,,Colorectal,,58,,57,
2012Q3,S08000029,S08000029,,Head & Neck,,1,,1,
2012Q3,S08000029,S08000029,,Lung,,59,,59,
2012Q3,S08000029,S08000029,,Lymphoma,,10,,10,
2012Q3,S08000029,S08000029,,Melanoma,,15,,14,
2012Q3,S08000029,S08000029,,Ovarian,,6,,5,
2012Q3,S08000029,S08000029,,Upper GI,,35,,35,
2012Q3,S08000029,S08000029,,Urological,,88,,83,
2012Q3,S08000029,S08000030,,Lung,,4,,4,
2012Q3,S08000029,S08000030,,Melanoma,,5,,5,
2012Q3,S08000029,S08000030,,Urological,,1,,1,
2012Q3,S08000030,S08000024,,Lung,,2,,2,
2012Q3,S08000030,S08000029,,Lung,,4,,4,
2012Q3,S08000030,S08000030,,Breast,,103,,102,
2012Q3,S08000030,S08000030,,Cervical,,2,,2,
2012Q3,S08000030,S08000030,,Colorectal,,70,,70,
2012Q3,S08000030,S08000030,,Head & Neck,,25,,24,
2012Q3,S08000030,S08000030,,Lung,,68,,68,
2012Q3,S08000030,S08000030,,Lymphoma,,21,,21,
2012Q3,S08000030,S08000030,,Melanoma,,33,,29,
2012Q3,S08000030,S08000030,,Ovarian,,15,,15,
2012Q3,S08000030,S08000030,,Upper GI,,51,,51,
2012Q3,S08000030,S08000030,,Urological,,102,,96,
2012Q3,S08000031,S08000024,,Upper GI,,2,,2,
2012Q3,S08000031,S08000024,,Urological,,1,,1,
2012Q3,S08000031,S08000031,,Breast,,290,,288,
2012Q3,S08000031,S08000031,,Cervical,,8,,7,
2012Q3,S08000031,S08000031,,Colorectal,,193,,189,
2012Q3,S08000031,S08000031,,Head & Neck,,103,,99,
2012Q3,S08000031,S08000031,,Lung,,225,,223,
2012Q3,S08000031,S08000031,,Lymphoma,,54,,54,
2012Q3,S08000031,S08000031,,Melanoma,,54,,53,
2012Q3,S08000031,S08000031,,Ovarian,,4,,4,
2012Q3,S08000031,S08000031,,Upper GI,,150,,149,
2012Q3,S08000031,S08000031,,Urological,,279,,260,
2012Q3,S08000031,S08000032,,Breast,,3,,3,
2012Q3,S08000031,S08000032,,Colorectal,,1,,1,
2012Q3,S08000031,SB0801,,Lung,,55,,55,
2012Q3,S08000032,S08000031,,Cervical,,4,,3,
2012Q3,S08000032,S08000031,,Colorectal,,8,,8,
2012Q3,S08000032,S08000031,,Head & Neck,,5,,5,
2012Q3,S08000032,S08000031,,Lung,,27,,26,
2012Q3,S08000032,S08000031,,Lymphoma,,1,,1,
2012Q3,S08000032,S08000031,,Melanoma,,7,,6,
2012Q3,S08000032,S08000031,,Ovarian,,5,,5,
2012Q3,S08000032,S08000031,,Upper GI,,16,,15,
2012Q3,S08000032,S08000031,,Urological,,2,,2,
2012Q3,S08000032,S08000032,,Breast,,73,,73,
2012Q3,S08000032,S08000032,,Cervical,,5,,5,
2012Q3,S08000032,S08000032,,Colorectal,,60,,60,
2012Q3,S08000032,S08000032,,Head & Neck,,13,,13,
2012Q3,S08000032,S08000032,,Lung,,52,,52,
2012Q3,S08000032,S08000032,,Lymphoma,,24,,24,
2012Q3,S08000032,S08000032,,Melanoma,,22,,20,
2012Q3,S08000032,S08000032,,Ovarian,,7,,7,
2012Q3,S08000032,S08000032,,Upper GI,,43,,43,
2012Q3,S08000032,S08000032,,Urological,,81,,76,
2012Q3,S08000032,SB0801,,Lung,,17,,17,
2012Q4,S08000015,S08000015,,Breast,,84,,84,
2012Q4,S08000015,S08000015,,Cervical,,2,,2,
2012Q4,S08000015,S08000015,,Colorectal,,73,,70,
2012Q4,S08000015,S08000015,,Head & Neck,,11,,10,
2012Q4,S08000015,S08000015,,Lung,,50,,50,
2012Q4,S08000015,S08000015,,Lymphoma,,5,,5,
2012Q4,S08000015,S08000015,,Melanoma,,15,,15,
2012Q4,S08000015,S08000015,,Ovarian,,2,,2,
2012Q4,S08000015,S08000015,,Upper GI,,29,,29,
2012Q4,S08000015,S08000015,,Urological,,88,,88,
2012Q4,S08000015,S08000017,,Breast,,4,,4,
2012Q4,S08000015,S08000031,,Breast,,2,,1,
2012Q4,S08000015,S08000031,,Colorectal,,7,,6,
2012Q4,S08000015,S08000031,,Head & Neck,,5,,5,
2012Q4,S08000015,S08000031,,Lung,,20,,20,
2012Q4,S08000015,S08000031,,Melanoma,,1,,1,
2012Q4,S08000015,S08000031,,Ovarian,,2,,2,
2012Q4,S08000015,S08000031,,Upper GI,,19,,19,
2012Q4,S08000015,S08000031,,Urological,,10,,9,
2012Q4,S08000015,SB0801,,Lung,,12,,12,
2012Q4,S08000016,S08000016,,Breast,,23,,23,
2012Q4,S08000016,S08000016,,Cervical,,1,,1,
2012Q4,S08000016,S08000016,,Colorectal,,15,,15,
2012Q4,S08000016,S08000016,,Lung,,12,,12,
2012Q4,S08000016,S08000016,,Lymphoma,,17,,17,
2012Q4,S08000016,S08000016,,Melanoma,,5,,5,
2012Q4,S08000016,S08000016,,Ovarian,,6,,6,
2012Q4,S08000016,S08000016,,Upper GI,,13,,13,
2012Q4,S08000016,S08000016,,Urological,,14,,14,
2012Q4,S08000016,S08000024,,Breast,,1,,1,
2012Q4,S08000016,S08000024,,Colorectal,,2,,2,
2012Q4,S08000016,S08000024,,Head & Neck,,3,,3,
2012Q4,S08000016,S08000024,,Lung,,9,,9,
2012Q4,S08000016,S08000024,,Lymphoma,,1,,1,
2012Q4,S08000016,S08000024,,Ovarian,,1,,1,
2012Q4,S08000016,S08000024,,Upper GI,,4,,4,
2012Q4,S08000016,S08000024,,Urological,,1,,1,
2012Q4,S08000017,S08000017,,Breast,,21,,21,
2012Q4,S08000017,S08000017,,Cervical,,2,,2,
2012Q4,S08000017,S08000017,,Colorectal,,32,,32,
2012Q4,S08000017,S08000017,,Head & Neck,,5,,5,
2012Q4,S08000017,S08000017,,Lung,,23,,23,
2012Q4,S08000017,S08000017,,Lymphoma,,4,,4,
2012Q4,S08000017,S08000017,,Melanoma,,6,,6,
2012Q4,S08000017,S08000017,,Ovarian,,2,,2,
2012Q4,S08000017,S08000017,,Upper GI,,13,,12,
2012Q4,S08000017,S08000017,,Urological,,37,,35,
2012Q4,S08000017,S08000024,,Breast,,2,,2,
2012Q4,S08000017,S08000024,,Colorectal,,2,,2,
2012Q4,S08000017,S08000024,,Head & Neck,,3,,3,
2012Q4,S08000017,S08000024,,Lung,,3,,3,
2012Q4,S08000017,S08000024,,Ovarian,,2,,2,
2012Q4,S08000017,S08000024,,Upper GI,,2,,2,
2012Q4,S08000017,S08000024,,Urological,,11,,11,
2012Q4,S08000017,S08000031,,Head & Neck,,3,,3,
2012Q4,S08000017,SB0801,,Lung,,5,,5,
2012Q4,S08000019,S08000019,,Breast,,42,,42,
2012Q4,S08000019,S08000019,,Colorectal,,48,,46,
2012Q4,S08000019,S08000019,,Head & Neck,,10,,10,
2012Q4,S08000019,S08000019,,Lung,,28,,28,
2012Q4,S08000019,S08000019,,Lymphoma,,12,,12,
2012Q4,S08000019,S08000019,,Melanoma,,15,,15,
2012Q4,S08000019,S08000019,,Ovarian,,3,,3,
2012Q4,S08000019,S08000019,,Upper GI,,25,,25,
2012Q4,S08000019,S08000019,,Urological,,45,,45,
2012Q4,S08000019,S08000024,,Upper GI,,2,,2,
2012Q4,S08000019,S08000031,,Cervical,,3,,2,
2012Q4,S08000019,S08000031,,Colorectal,,4,,3,
2012Q4,S08000019,S08000031,,Head & Neck,,9,,9,
2012Q4,S08000019,S08000031,,Lung,,21,,21,
2012Q4,S08000019,S08000031,,Lymphoma,,1,,1,
2012Q4,S08000019,S08000031,,Ovarian,,4,,4,
2012Q4,S08000019,S08000031,,Upper GI,,9,,9,
2012Q4,S08000019,S08000031,,Urological,,1,,1,
2012Q4,S08000019,SB0801,,Lung,,10,,10,
2012Q4,S08000020,S08000020,,Breast,,123,,123,
2012Q4,S08000020,S08000020,,Cervical,,5,,5,
2012Q4,S08000020,S08000020,,Colorectal,,75,,75,
2012Q4,S08000020,S08000020,,Head & Neck,,22,,21,
2012Q4,S08000020,S08000020,,Lung,,74,,74,
2012Q4,S08000020,S08000020,,Lymphoma,,15,,15,
2012Q4,S08000020,S08000020,,Melanoma,,28,,27,
2012Q4,S08000020,S08000020,,Ovarian,,7,,7,
2012Q4,S08000020,S08000020,,Upper GI,,52,,52,
2012Q4,S08000020,S08000020,,Urological,,131,,125,
2012Q4,S08000020,S08000024,,Breast,,1,,1,
2012Q4,S08000020,S08000030,,Upper GI,,1,,1,
2012Q4,S08000022,S08000020,,Cervical,,1,,1,
2012Q4,S08000022,S08000020,,Lung,,4,,4,
2012Q4,S08000022,S08000020,,Lymphoma,,1,,1,
2012Q4,S08000022,S08000022,,Breast,,69,,67,
2012Q4,S08000022,S08000022,,Colorectal,,48,,45,
2012Q4,S08000022,S08000022,,Head & Neck,,16,,14,
2012Q4,S08000022,S08000022,,Lung,,53,,49,
2012Q4,S08000022,S08000022,,Lymphoma,,17,,16,
2012Q4,S08000022,S08000022,,Melanoma,,17,,17,
2012Q4,S08000022,S08000022,,Ovarian,,4,,4,
2012Q4,S08000022,S08000022,,Upper GI,,25,,25,
2012Q4,S08000022,S08000022,,Urological,,47,,44,
2012Q4,S08000022,S08000024,,Upper GI,,1,,1,
2012Q4,S08000022,S08000031,,Colorectal,,3,,3,
2012Q4,S08000022,S08000031,,Lung,,3,,3,
2012Q4,S08000022,S08000031,,Lymphoma,,1,,1,
2012Q4,S08000022,S08000031,,Upper GI,,3,,3,
2012Q4,S08000022,S08000031,,Urological,,3,,3,
2012Q4,S08000022,SB0801,,Lung,,1,,1,
2012Q4,S08000024,S08000019,,Breast,,1,,1,
2012Q4,S08000024,S08000024,,Breast,,206,,206,
2012Q4,S08000024,S08000024,,Cervical,,7,,7,
2012Q4,S08000024,S08000024,,Colorectal,,145,,141,
2012Q4,S08000024,S08000024,,Head & Neck,,43,,43,
2012Q4,S08000024,S08000024,,Lung,,138,,137,
2012Q4,S08000024,S08000024,,Lymphoma,,34,,34,
2012Q4,S08000024,S08000024,,Melanoma,,36,,35,
2012Q4,S08000024,S08000024,,Ovarian,,10,,10,
2012Q4,S08000024,S08000024,,Upper GI,,111,,111,
2012Q4,S08000024,S08000024,,Urological,,161,,156,
2012Q4,S08000024,S08000029,,Breast,,5,,5,
2012Q4,S08000025,S08000020,,Lung,,1,,1,
2012Q4,S08000025,S08000020,,Melanoma,,1,,1,
2012Q4,S08000025,S08000020,,Ovarian,,1,,1,
2012Q4,S08000025,S08000020,,Upper GI,,3,,3,
2012Q4,S08000025,S08000025,,Breast,,2,,2,
2012Q4,S08000025,S08000025,,Colorectal,,1,,1,
2012Q4,S08000025,S08000025,,Melanoma,,1,,1,
2012Q4,S08000026,S08000020,,Colorectal,,1,,1,
2012Q4,S08000026,S08000020,,Head & Neck,,1,,1,
2012Q4,S08000026,S08000020,,Lung,,2,,2,
2012Q4,S08000026,S08000020,,Lymphoma,,3,,3,
2012Q4,S08000026,S08000020,,Upper GI,,3,,3,
2012Q4,S08000026,S08000020,,Urological,,3,,3,
2012Q4,S08000026,S08000026,,Colorectal,,13,,13,
2012Q4,S08000026,S08000026,,Lung,,1,,1,
2012Q4,S08000026,S08000026,,Melanoma,,1,,1,
2012Q4,S08000026,S08000026,,Upper GI,,1,,1,
2012Q4,S08000026,S08000026,,Urological,,5,,5,
2012Q4,S08000028,S08000022,,Colorectal,,2,,1,
2012Q4,S08000028,S08000022,,Head & Neck,,1,,1,
2012Q4,S08000028,S08000022,,Lung,,2,,2,
2012Q4,S08000028,S08000022,,Lymphoma,,2,,2,
2012Q4,S08000028,S08000022,,Upper GI,,1,,1,
2012Q4,S08000028,S08000022,,Urological,,5,,5,
2012Q4,S08000028,S08000024,,Upper GI,,1,,1,
2012Q4,S08000028,S08000028,,Colorectal,,3,,3,
2012Q4,S08000028,S08000028,,Lung,,3,,3,
2012Q4,S08000028,S08000028,,Melanoma,,2,,2,
2012Q4,S08000028,S08000028,,Upper GI,,2,,2,
2012Q4,S08000028,S08000031,,Ovarian,,1,,1,
2012Q4,S08000029,S08000024,,Cervical,,1,,1,
2012Q4,S08000029,S08000024,,Colorectal,,2,,2,
2012Q4,S08000029,S08000024,,Head & Neck,,12,,11,
2012Q4,S08000029,S08000024,,Lung,,31,,30,
2012Q4,S08000029,S08000024,,Lymphoma,,1,,0,
2012Q4,S08000029,S08000024,,Melanoma,,2,,2,
2012Q4,S08000029,S08000024,,Ovarian,,3,,3,
2012Q4,S08000029,S08000024,,Upper GI,,8,,8,
2012Q4,S08000029,S08000024,,Urological,,2,,2,
2012Q4,S08000029,S08000029,,Breast,,40,,40,
2012Q4,S08000029,S08000029,,Cervical,,3,,3,
2012Q4,S08000029,S08000029,,Colorectal,,43,,43,
2012Q4,S08000029,S08000029,,Head & Neck,,3,,3,
2012Q4,S08000029,S08000029,,Lung,,33,,33,
2012Q4,S08000029,S08000029,,Lymphoma,,13,,13,
2012Q4,S08000029,S08000029,,Melanoma,,12,,12,
2012Q4,S08000029,S08000029,,Ovarian,,9,,9,
2012Q4,S08000029,S08000029,,Upper GI,,22,,22,
2012Q4,S08000029,S08000029,,Urological,,83,,81,
2012Q4,S08000029,S08000030,,Urological,,1,,1,
2012Q4,S08000030,S08000020,,Lung,,2,,2,
2012Q4,S08000030,S08000024,,Lung,,8,,8,
2012Q4,S08000030,S08000030,,Breast,,105,,105,
2012Q4,S08000030,S08000030,,Cervical,,4,,4,
2012Q4,S08000030,S08000030,,Colorectal,,65,,63,
2012Q4,S08000030,S08000030,,Head & Neck,,21,,21,
2012Q4,S08000030,S08000030,,Lung,,72,,71,
2012Q4,S08000030,S08000030,,Lymphoma,,18,,18,
2012Q4,S08000030,S08000030,,Melanoma,,31,,28,
2012Q4,S08000030,S08000030,,Ovarian,,12,,12,
2012Q4,S08000030,S08000030,,Upper GI,,51,,51,
2012Q4,S08000030,S08000030,,Urological,,105,,99,
2012Q4,S08000031,S08000022,,Colorectal,,3,,3,
2012Q4,S08000031,S08000024,,Upper GI,,3,,3,
2012Q4,S08000031,S08000024,,Urological,,1,,1,
2012Q4,S08000031,S08000031,,Breast,,369,,367,
2012Q4,S08000031,S08000031,,Cervical,,8,,8,
2012Q4,S08000031,S08000031,,Colorectal,,180,,174,
2012Q4,S08000031,S08000031,,Head & Neck,,86,,86,
2012Q4,S08000031,S08000031,,Lung,,271,,271,
2012Q4,S08000031,S08000031,,Lymphoma,,61,,61,
2012Q4,S08000031,S08000031,,Melanoma,,50,,50,
2012Q4,S08000031,S08000031,,Ovarian,,7,,7,
2012Q4,S08000031,S08000031,,Upper GI,,148,,148,
2012Q4,S08000031,S08000031,,Urological,,289,,276,
2012Q4,S08000031,S08000032,,Breast,,14,,14,
2012Q4,S08000031,SB0801,,Lung,,44,,44,
2012Q4,S08000031,SB0801,,Urological,,1,,1,
2012Q4,S08000032,S08000024,,Upper GI,,1,,1,
2012Q4,S08000032,S08000024,,Urological,,1,,1,
2012Q4,S08000032,S08000031,,Breast,,1,,1,
2012Q4,S08000032,S08000031,,Cervical,,7,,5,
2012Q4,S08000032,S08000031,,Colorectal,,8,,8,
2012Q4,S08000032,S08000031,,Head & Neck,,7,,7,
2012Q4,S08000032,S08000031,,Lung,,20,,20,
2012Q4,S08000032,S08000031,,Lymphoma,,3,,3,
2012Q4,S08000032,S08000031,,Melanoma,,6,,5,
2012Q4,S08000032,S08000031,,Ovarian,,9,,8,
2012Q4,S08000032,S08000031,,Upper GI,,12,,11,
2012Q4,S08000032,S08000031,,Urological,,4,,4,
2012Q4,S08000032,S08000032,,Breast,,71,,71,
2012Q4,S08000032,S08000032,,Cervical,,5,,5,
2012Q4,S08000032,S08000032,,Colorectal,,70,,69,
2012Q4,S08000032,S08000032,,Head & Neck,,20,,20,
2012Q4,S08000032,S08000032,,Lung,,49,,49,
2012Q4,S08000032,S08000032,,Lymphoma,,23,,23,
2012Q4,S08000032,S08000032,,Melanoma,,22,,21,
2012Q4,S08000032,S08000032,,Ovarian,,5,,5,
2012Q4,S08000032,S08000032,,Upper GI,,35,,35,
2012Q4,S08000032,S08000032,,Urological,,102,,90,
2012Q4,S08000032,SB0801,,Lung,,21,,21,
2013Q1,S08000015,S08000015,,Breast,,88,,88,
2013Q1,S08000015,S08000015,,Cervical,,2,,2,
2013Q1,S08000015,S08000015,,Colorectal,,58,,58,
2013Q1,S08000015,S08000015,,Head & Neck,,18,,17,
2013Q1,S08000015,S08000015,,Lung,,51,,50,
2013Q1,S08000015,S08000015,,Lymphoma,,10,,10,
2013Q1,S08000015,S08000015,,Melanoma,,17,,17,
2013Q1,S08000015,S08000015,,Ovarian,,3,,3,
2013Q1,S08000015,S08000015,,Upper GI,,33,,33,
2013Q1,S08000015,S08000015,,Urological,,91,,88,
2013Q1,S08000015,S08000024,,Upper GI,,2,,1,
2013Q1,S08000015,S08000031,,Breast,,1,,0,
2013Q1,S08000015,S08000031,,Colorectal,,4,,4,
2013Q1,S08000015,S08000031,,Lung,,28,,28,
2013Q1,S08000015,S08000031,,Ovarian,,1,,1,
2013Q1,S08000015,S08000031,,Upper GI,,10,,10,
2013Q1,S08000015,S08000031,,Urological,,19,,17,
2013Q1,S08000015,SB0801,,Lung,,14,,14,
2013Q1,S08000016,S08000016,,Breast,,23,,23,
2013Q1,S08000016,S08000016,,Colorectal,,13,,13,
2013Q1,S08000016,S08000016,,Head & Neck,,1,,1,
2013Q1,S08000016,S08000016,,Lung,,10,,10,
2013Q1,S08000016,S08000016,,Lymphoma,,8,,8,
2013Q1,S08000016,S08000016,,Melanoma,,7,,7,
2013Q1,S08000016,S08000016,,Ovarian,,11,,11,
2013Q1,S08000016,S08000016,,Upper GI,,11,,11,
2013Q1,S08000016,S08000016,,Urological,,28,,28,
2013Q1,S08000016,S08000024,,Cervical,,1,,1,
2013Q1,S08000016,S08000024,,Colorectal,,1,,1,
2013Q1,S08000016,S08000024,,Head & Neck,,6,,6,
2013Q1,S08000016,S08000024,,Lung,,8,,8,
2013Q1,S08000016,S08000024,,Ovarian,,1,,1,
2013Q1,S08000016,S08000024,,Upper GI,,8,,8,
2013Q1,S08000016,S08000024,,Urological,,2,,2,
2013Q1,S08000017,S08000017,,Breast,,27,,27,
2013Q1,S08000017,S08000017,,Cervical,,1,,1,
2013Q1,S08000017,S08000017,,Colorectal,,22,,22,
2013Q1,S08000017,S08000017,,Head & Neck,,1,,1,
2013Q1,S08000017,S08000017,,Lung,,20,,20,
2013Q1,S08000017,S08000017,,Lymphoma,,13,,13,
2013Q1,S08000017,S08000017,,Melanoma,,10,,10,
2013Q1,S08000017,S08000017,,Ovarian,,5,,4,
2013Q1,S08000017,S08000017,,Upper GI,,17,,17,
2013Q1,S08000017,S08000017,,Urological,,34,,32,
2013Q1,S08000017,S08000024,,Breast,,1,,1,
2013Q1,S08000017,S08000024,,Cervical,,2,,2,
2013Q1,S08000017,S08000024,,Colorectal,,1,,1,
2013Q1,S08000017,S08000024,,Head & Neck,,2,,2,
2013Q1,S08000017,S08000024,,Lung,,2,,2,
2013Q1,S08000017,S08000024,,Melanoma,,1,,1,
2013Q1,S08000017,S08000024,,Ovarian,,1,,1,
2013Q1,S08000017,S08000024,,Upper GI,,3,,3,
2013Q1,S08000017,S08000024,,Urological,,13,,13,
2013Q1,S08000017,S08000031,,Upper GI,,1,,1,
2013Q1,S08000017,SB0801,,Lung,,1,,1,
2013Q1,S08000019,S08000019,,Breast,,36,,34,
2013Q1,S08000019,S08000019,,Colorectal,,53,,51,
2013Q1,S08000019,S08000019,,Head & Neck,,2,,2,
2013Q1,S08000019,S08000019,,Lung,,28,,28,
2013Q1,S08000019,S08000019,,Lymphoma,,9,,9,
2013Q1,S08000019,S08000019,,Melanoma,,11,,11,
2013Q1,S08000019,S08000019,,Ovarian,,1,,1,
