Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2012Q3,S08000020,,S08000020,Melanoma,,9,,9,
2012Q3,S08000020,,S08000020,Ovarian,,3,,3,
2012Q3,S08000020,,S08000020,Upper GI,,24,,22,
2012Q3,S08000020,,S08000020,Urological,,36,,32,
2012Q3,S08000020,,S08000024,Urological,,1,,0,
2012Q3,S08000020,,S08000025,Breast,,2,,2,
2012Q3,S08000022,,S08000022,Breast,,56,,56,
2012Q3,S08000022,,S08000022,Colorectal,,22,,21,
2012Q3,S08000022,,S08000022,Head & Neck,,8,,8,
2012Q3,S08000022,,S08000022,Lung,,32,,32,
2012Q3,S08000022,,S08000022,Lymphoma,,10,,9,
2012Q3,S08000022,,S08000022,Melanoma,,19,,19,
2012Q3,S08000022,,S08000022,Ovarian,,4,,4,
2012Q3,S08000022,,S08000022,Upper GI,,16,,13,
2012Q3,S08000022,,S08000022,Urological,,20,,19,
2012Q3,S08000022,,S08000024,Urological,,2,,2,
2012Q3,S08000022,,S08000031,Lung,,4,,3,
2012Q3,S08000022,,S08000031,Lymphoma,,2,,2,
2012Q3,S08000022,,S08000031,Upper GI,,1,,1,
2012Q3,S08000022,,S08000031,Urological,,2,,2,
2012Q3,S08000022,,SB0801,Lung,,1,,1,
2012Q3,S08000024,,S08000019,Breast,,1,,1,
2012Q3,S08000024,,S08000024,Breast,,142,,142,
2012Q3,S08000024,,S08000024,Cervical,,10,,9,
2012Q3,S08000024,,S08000024,Colorectal,,93,,74,
2012Q3,S08000024,,S08000024,Head & Neck,,18,,14,
2012Q3,S08000024,,S08000024,Lung,,83,,79,
2012Q3,S08000024,,S08000024,Lymphoma,,22,,21,
2012Q3,S08000024,,S08000024,Melanoma,,19,,19,
2012Q3,S08000024,,S08000024,Ovarian,,10,,10,
2012Q3,S08000024,,S08000024,Upper GI,,42,,41,
2012Q3,S08000024,,S08000024,Urological,,80,,66,
2012Q3,S08000025,,S08000020,Lung,,1,,1,
2012Q3,S08000025,,S08000020,Lymphoma,,1,,0,
2012Q3,S08000025,,S08000020,Urological,,2,,2,
2012Q3,S08000025,,S08000025,Colorectal,,1,,1,
2012Q3,S08000026,,S08000020,Colorectal,,1,,1,
2012Q3,S08000026,,S08000020,Lung,,3,,3,
2012Q3,S08000026,,S08000020,Ovarian,,1,,1,
2012Q3,S08000026,,S08000020,Upper GI,,1,,1,
2012Q3,S08000026,,S08000026,Breast,,5,,5,
2012Q3,S08000026,,S08000026,Upper GI,,1,,1,
2012Q3,S08000028,,S08000022,Colorectal,,2,,2,
2012Q3,S08000028,,S08000022,Head & Neck,,1,,1,
2012Q3,S08000028,,S08000022,Lung,,2,,2,
2012Q3,S08000028,,S08000028,Colorectal,,4,,4,
2012Q3,S08000028,,S08000028,Lung,,2,,2,
2012Q3,S08000028,,S08000028,Urological,,2,,2,
2012Q3,S08000028,,S08000031,Cervical,,1,,1,
2012Q3,S08000029,,S08000024,Breast,,2,,2,
2012Q3,S08000029,,S08000024,Cervical,,1,,0,
2012Q3,S08000029,,S08000024,Colorectal,,2,,2,
2012Q3,S08000029,,S08000024,Head & Neck,,3,,2,
2012Q3,S08000029,,S08000024,Lung,,19,,12,
2012Q3,S08000029,,S08000024,Ovarian,,3,,3,
2012Q3,S08000029,,S08000024,Upper GI,,5,,4,
2012Q3,S08000029,,S08000024,Urological,,1,,1,
2012Q3,S08000029,,S08000029,Breast,,22,,22,
2012Q3,S08000029,,S08000029,Cervical,,1,,1,
2012Q3,S08000029,,S08000029,Colorectal,,33,,31,
2012Q3,S08000029,,S08000029,Head & Neck,,1,,1,
2012Q3,S08000029,,S08000029,Lung,,45,,43,
2012Q3,S08000029,,S08000029,Lymphoma,,5,,5,
2012Q3,S08000029,,S08000029,Melanoma,,4,,4,
2012Q3,S08000029,,S08000029,Ovarian,,5,,5,
2012Q3,S08000029,,S08000029,Upper GI,,23,,23,
2012Q3,S08000029,,S08000029,Urological,,36,,35,
2012Q3,S08000029,,S08000030,Lung,,3,,1,
2012Q3,S08000029,,S08000030,Melanoma,,2,,1,
2012Q3,S08000030,,S08000024,Lung,,1,,0,
2012Q3,S08000030,,S08000029,Lung,,1,,1,
2012Q3,S08000030,,S08000030,Breast,,45,,45,
2012Q3,S08000030,,S08000030,Colorectal,,35,,33,
2012Q3,S08000030,,S08000030,Head & Neck,,5,,5,
2012Q3,S08000030,,S08000030,Lung,,42,,39,
2012Q3,S08000030,,S08000030,Lymphoma,,3,,3,
2012Q3,S08000030,,S08000030,Melanoma,,12,,12,
2012Q3,S08000030,,S08000030,Ovarian,,7,,7,
2012Q3,S08000030,,S08000030,Upper GI,,23,,23,
2012Q3,S08000030,,S08000030,Urological,,32,,30,
2012Q3,S08000031,,S08000024,Upper GI,,1,,1,
2012Q3,S08000031,,S08000024,Urological,,1,,1,
2012Q3,S08000031,,S08000031,Breast,,204,,204,
2012Q3,S08000031,,S08000031,Cervical,,3,,3,
2012Q3,S08000031,,S08000031,Colorectal,,105,,98,
2012Q3,S08000031,,S08000031,Head & Neck,,43,,40,
2012Q3,S08000031,,S08000031,Lung,,119,,115,
2012Q3,S08000031,,S08000031,Lymphoma,,16,,16,
2012Q3,S08000031,,S08000031,Melanoma,,28,,26,
2012Q3,S08000031,,S08000031,Ovarian,,3,,3,
2012Q3,S08000031,,S08000031,Upper GI,,78,,73,
2012Q3,S08000031,,S08000031,Urological,,106,,96,
2012Q3,S08000031,,S08000032,Breast,,3,,3,
2012Q3,S08000031,,SB0801,Lung,,18,,13,
2012Q3,S08000032,,S08000031,Cervical,,2,,2,
2012Q3,S08000032,,S08000031,Colorectal,,4,,3,
2012Q3,S08000032,,S08000031,Head & Neck,,2,,2,
2012Q3,S08000032,,S08000031,Lung,,10,,10,
2012Q3,S08000032,,S08000031,Melanoma,,2,,1,
2012Q3,S08000032,,S08000031,Ovarian,,2,,2,
2012Q3,S08000032,,S08000031,Upper GI,,7,,4,
2012Q3,S08000032,,S08000032,Breast,,42,,42,
2012Q3,S08000032,,S08000032,Cervical,,4,,4,
2012Q3,S08000032,,S08000032,Colorectal,,39,,39,
2012Q3,S08000032,,S08000032,Head & Neck,,5,,5,
2012Q3,S08000032,,S08000032,Lung,,30,,30,
2012Q3,S08000032,,S08000032,Lymphoma,,8,,8,
2012Q3,S08000032,,S08000032,Melanoma,,12,,11,
2012Q3,S08000032,,S08000032,Ovarian,,5,,5,
2012Q3,S08000032,,S08000032,Upper GI,,30,,30,
2012Q3,S08000032,,S08000032,Urological,,29,,28,
2012Q3,S08000032,,SB0801,Lung,,7,,7,
2012Q4,S08000015,,S08000015,Breast,,70,,70,
2012Q4,S08000015,,S08000015,Cervical,,1,,1,
2012Q4,S08000015,,S08000015,Colorectal,,50,,45,
2012Q4,S08000015,,S08000015,Head & Neck,,6,,6,
2012Q4,S08000015,,S08000015,Lung,,40,,39,
2012Q4,S08000015,,S08000015,Lymphoma,,4,,3,
2012Q4,S08000015,,S08000015,Melanoma,,6,,6,
2012Q4,S08000015,,S08000015,Ovarian,,2,,2,
2012Q4,S08000015,,S08000015,Upper GI,,17,,17,
2012Q4,S08000015,,S08000015,Urological,,24,,23,
2012Q4,S08000015,,S08000017,Breast,,4,,4,
2012Q4,S08000015,,S08000031,Breast,,1,,1,
2012Q4,S08000015,,S08000031,Colorectal,,4,,2,
2012Q4,S08000015,,S08000031,Head & Neck,,2,,2,
2012Q4,S08000015,,S08000031,Lung,,13,,13,
2012Q4,S08000015,,S08000031,Melanoma,,1,,1,
2012Q4,S08000015,,S08000031,Ovarian,,1,,1,
2012Q4,S08000015,,S08000031,Upper GI,,6,,5,
2012Q4,S08000015,,SB0801,Lung,,6,,4,
2012Q4,S08000016,,S08000016,Breast,,15,,15,
2012Q4,S08000016,,S08000016,Cervical,,1,,1,
2012Q4,S08000016,,S08000016,Colorectal,,7,,7,
2012Q4,S08000016,,S08000016,Lung,,8,,8,
2012Q4,S08000016,,S08000016,Lymphoma,,4,,4,
2012Q4,S08000016,,S08000016,Melanoma,,5,,5,
2012Q4,S08000016,,S08000016,Ovarian,,5,,5,
2012Q4,S08000016,,S08000016,Upper GI,,8,,8,
2012Q4,S08000016,,S08000016,Urological,,11,,11,
2012Q4,S08000016,,S08000024,Lung,,2,,2,
2012Q4,S08000016,,S08000024,Upper GI,,2,,2,
2012Q4,S08000016,,S08000024,Urological,,1,,1,
2012Q4,S08000017,,S08000017,Breast,,13,,13,
2012Q4,S08000017,,S08000017,Cervical,,1,,1,
2012Q4,S08000017,,S08000017,Colorectal,,15,,14,
2012Q4,S08000017,,S08000017,Head & Neck,,2,,2,
2012Q4,S08000017,,S08000017,Lung,,10,,10,
2012Q4,S08000017,,S08000017,Lymphoma,,2,,2,
2012Q4,S08000017,,S08000017,Melanoma,,3,,3,
2012Q4,S08000017,,S08000017,Ovarian,,1,,1,
2012Q4,S08000017,,S08000017,Upper GI,,6,,6,
2012Q4,S08000017,,S08000017,Urological,,14,,14,
2012Q4,S08000017,,S08000024,Breast,,2,,2,
2012Q4,S08000017,,S08000024,Colorectal,,2,,1,
2012Q4,S08000017,,S08000024,Lung,,1,,1,
2012Q4,S08000017,,S08000024,Ovarian,,2,,2,
2012Q4,S08000017,,S08000024,Upper GI,,1,,1,
2012Q4,S08000017,,S08000024,Urological,,3,,1,
2012Q4,S08000017,,S08000031,Head & Neck,,2,,2,
2012Q4,S08000017,,SB0801,Lung,,1,,1,
2012Q4,S08000019,,S08000019,Breast,,32,,32,
2012Q4,S08000019,,S08000019,Colorectal,,32,,31,
2012Q4,S08000019,,S08000019,Head & Neck,,3,,3,
2012Q4,S08000019,,S08000019,Lung,,20,,20,
2012Q4,S08000019,,S08000019,Lymphoma,,7,,7,
2012Q4,S08000019,,S08000019,Melanoma,,8,,7,
2012Q4,S08000019,,S08000019,Ovarian,,2,,2,
2012Q4,S08000019,,S08000019,Upper GI,,19,,19,
2012Q4,S08000019,,S08000019,Urological,,26,,25,
2012Q4,S08000019,,S08000024,Upper GI,,1,,1,
2012Q4,S08000019,,S08000031,Cervical,,1,,1,
2012Q4,S08000019,,S08000031,Colorectal,,4,,2,
2012Q4,S08000019,,S08000031,Head & Neck,,6,,5,
2012Q4,S08000019,,S08000031,Lung,,16,,15,
2012Q4,S08000019,,S08000031,Ovarian,,1,,1,
2012Q4,S08000019,,S08000031,Upper GI,,4,,4,
2012Q4,S08000019,,SB0801,Lung,,6,,6,
2012Q4,S08000020,,S08000020,Breast,,87,,87,
2012Q4,S08000020,,S08000020,Cervical,,4,,4,
2012Q4,S08000020,,S08000020,Colorectal,,58,,54,
2012Q4,S08000020,,S08000020,Head & Neck,,5,,4,
2012Q4,S08000020,,S08000020,Lung,,50,,48,
2012Q4,S08000020,,S08000020,Lymphoma,,10,,10,
2012Q4,S08000020,,S08000020,Melanoma,,6,,5,
2012Q4,S08000020,,S08000020,Ovarian,,6,,6,
2012Q4,S08000020,,S08000020,Upper GI,,36,,36,
2012Q4,S08000020,,S08000020,Urological,,41,,35,
2012Q4,S08000020,,S08000024,Breast,,1,,1,
2012Q4,S08000020,,S08000030,Upper GI,,1,,1,
2012Q4,S08000022,,S08000020,Cervical,,1,,1,
2012Q4,S08000022,,S08000020,Lung,,1,,1,
2012Q4,S08000022,,S08000020,Lymphoma,,1,,1,
2012Q4,S08000022,,S08000022,Breast,,47,,47,
2012Q4,S08000022,,S08000022,Colorectal,,29,,26,
2012Q4,S08000022,,S08000022,Head & Neck,,9,,6,
2012Q4,S08000022,,S08000022,Lung,,38,,34,
2012Q4,S08000022,,S08000022,Lymphoma,,9,,9,
2012Q4,S08000022,,S08000022,Melanoma,,11,,11,
2012Q4,S08000022,,S08000022,Ovarian,,3,,3,
2012Q4,S08000022,,S08000022,Upper GI,,13,,13,
2012Q4,S08000022,,S08000022,Urological,,14,,12,
2012Q4,S08000022,,S08000031,Colorectal,,1,,1,
2012Q4,S08000022,,S08000031,Lung,,2,,2,
2012Q4,S08000022,,S08000031,Lymphoma,,1,,1,
2012Q4,S08000022,,S08000031,Upper GI,,1,,1,
2012Q4,S08000022,,S08000031,Urological,,1,,1,
2012Q4,S08000024,,S08000019,Breast,,1,,1,
2012Q4,S08000024,,S08000024,Breast,,167,,167,
2012Q4,S08000024,,S08000024,Cervical,,4,,4,
2012Q4,S08000024,,S08000024,Colorectal,,108,,102,
2012Q4,S08000024,,S08000024,Head & Neck,,14,,14,
2012Q4,S08000024,,S08000024,Lung,,80,,78,
2012Q4,S08000024,,S08000024,Lymphoma,,17,,16,
2012Q4,S08000024,,S08000024,Melanoma,,20,,20,
2012Q4,S08000024,,S08000024,Ovarian,,6,,6,
2012Q4,S08000024,,S08000024,Upper GI,,69,,68,
2012Q4,S08000024,,S08000024,Urological,,72,,65,
2012Q4,S08000024,,S08000029,Breast,,5,,5,
2012Q4,S08000025,,S08000020,Lung,,1,,1,
2012Q4,S08000025,,S08000020,Ovarian,,1,,1,
2012Q4,S08000025,,S08000020,Upper GI,,2,,2,
2012Q4,S08000025,,S08000025,Breast,,2,,2,
2012Q4,S08000025,,S08000025,Colorectal,,1,,1,
2012Q4,S08000025,,S08000025,Melanoma,,1,,1,
2012Q4,S08000026,,S08000020,Colorectal,,1,,1,
2012Q4,S08000026,,S08000020,Head & Neck,,1,,1,
2012Q4,S08000026,,S08000020,Lung,,1,,1,
2012Q4,S08000026,,S08000020,Lymphoma,,1,,1,
2012Q4,S08000026,,S08000020,Upper GI,,3,,3,
2012Q4,S08000026,,S08000026,Colorectal,,7,,7,
2012Q4,S08000026,,S08000026,Melanoma,,1,,1,
2012Q4,S08000026,,S08000026,Upper GI,,1,,1,
2012Q4,S08000026,,S08000026,Urological,,2,,2,
2012Q4,S08000028,,S08000022,Colorectal,,1,,1,
2012Q4,S08000028,,S08000022,Lung,,2,,2,
2012Q4,S08000028,,S08000022,Lymphoma,,1,,1,
2012Q4,S08000028,,S08000022,Upper GI,,1,,1,
2012Q4,S08000028,,S08000022,Urological,,2,,2,
2012Q4,S08000028,,S08000028,Colorectal,,1,,1,
2012Q4,S08000028,,S08000028,Lung,,2,,2,
2012Q4,S08000028,,S08000028,Melanoma,,2,,2,
2012Q4,S08000028,,S08000028,Upper GI,,1,,1,
2012Q4,S08000028,,S08000031,Ovarian,,1,,1,
2012Q4,S08000029,,S08000024,Colorectal,,2,,1,
2012Q4,S08000029,,S08000024,Head & Neck,,4,,4,
2012Q4,S08000029,,S08000024,Lung,,17,,12,
2012Q4,S08000029,,S08000024,Melanoma,,2,,2,
2012Q4,S08000029,,S08000024,Ovarian,,3,,3,
2012Q4,S08000029,,S08000024,Upper GI,,3,,3,
2012Q4,S08000029,,S08000029,Breast,,22,,22,
2012Q4,S08000029,,S08000029,Cervical,,3,,3,
2012Q4,S08000029,,S08000029,Colorectal,,32,,32,
2012Q4,S08000029,,S08000029,Lung,,26,,26,
2012Q4,S08000029,,S08000029,Lymphoma,,5,,4,
2012Q4,S08000029,,S08000029,Melanoma,,3,,3,
2012Q4,S08000029,,S08000029,Ovarian,,8,,7,
2012Q4,S08000029,,S08000029,Upper GI,,11,,11,
2012Q4,S08000029,,S08000029,Urological,,31,,31,
2012Q4,S08000030,,S08000020,Lung,,1,,1,
2012Q4,S08000030,,S08000024,Lung,,6,,5,
2012Q4,S08000030,,S08000030,Breast,,62,,61,
2012Q4,S08000030,,S08000030,Cervical,,4,,4,
2012Q4,S08000030,,S08000030,Colorectal,,30,,28,
2012Q4,S08000030,,S08000030,Head & Neck,,6,,5,
2012Q4,S08000030,,S08000030,Lung,,41,,38,
2012Q4,S08000030,,S08000030,Melanoma,,6,,6,
2012Q4,S08000030,,S08000030,Ovarian,,6,,6,
2012Q4,S08000030,,S08000030,Upper GI,,15,,15,
2012Q4,S08000030,,S08000030,Urological,,31,,29,
2012Q4,S08000031,,S08000022,Colorectal,,3,,3,
2012Q4,S08000031,,S08000031,Breast,,263,,262,
2012Q4,S08000031,,S08000031,Cervical,,4,,3,
2012Q4,S08000031,,S08000031,Colorectal,,99,,97,
2012Q4,S08000031,,S08000031,Head & Neck,,41,,39,
2012Q4,S08000031,,S08000031,Lung,,142,,131,
2012Q4,S08000031,,S08000031,Lymphoma,,16,,15,
2012Q4,S08000031,,S08000031,Melanoma,,17,,17,
2012Q4,S08000031,,S08000031,Ovarian,,7,,7,
2012Q4,S08000031,,S08000031,Upper GI,,85,,77,
2012Q4,S08000031,,S08000031,Urological,,98,,87,
2012Q4,S08000031,,S08000032,Breast,,14,,14,
2012Q4,S08000031,,SB0801,Lung,,14,,11,
2012Q4,S08000032,,S08000024,Upper GI,,1,,1,
2012Q4,S08000032,,S08000031,Cervical,,6,,6,
2012Q4,S08000032,,S08000031,Colorectal,,3,,3,
2012Q4,S08000032,,S08000031,Head & Neck,,5,,5,
2012Q4,S08000032,,S08000031,Lung,,14,,14,
2012Q4,S08000032,,S08000031,Melanoma,,2,,2,
2012Q4,S08000032,,S08000031,Ovarian,,7,,7,
2012Q4,S08000032,,S08000031,Upper GI,,4,,3,
2012Q4,S08000032,,S08000031,Urological,,1,,1,
2012Q4,S08000032,,S08000032,Breast,,51,,51,
2012Q4,S08000032,,S08000032,Cervical,,4,,4,
2012Q4,S08000032,,S08000032,Colorectal,,40,,38,
2012Q4,S08000032,,S08000032,Head & Neck,,5,,5,
2012Q4,S08000032,,S08000032,Lung,,33,,33,
2012Q4,S08000032,,S08000032,Lymphoma,,10,,10,
2012Q4,S08000032,,S08000032,Melanoma,,10,,8,
2012Q4,S08000032,,S08000032,Ovarian,,3,,3,
2012Q4,S08000032,,S08000032,Upper GI,,25,,25,
2012Q4,S08000032,,S08000032,Urological,,41,,40,
2012Q4,S08000032,,SB0801,Lung,,10,,10,
2013Q1,S08000015,,S08000015,Breast,,72,,72,
2013Q1,S08000015,,S08000015,Cervical,,2,,2,
2013Q1,S08000015,,S08000015,Colorectal,,31,,28,
2013Q1,S08000015,,S08000015,Head & Neck,,11,,11,
2013Q1,S08000015,,S08000015,Lung,,37,,37,
2013Q1,S08000015,,S08000015,Lymphoma,,6,,6,
2013Q1,S08000015,,S08000015,Melanoma,,9,,9,
2013Q1,S08000015,,S08000015,Ovarian,,3,,3,
2013Q1,S08000015,,S08000015,Upper GI,,26,,26,
2013Q1,S08000015,,S08000015,Urological,,35,,34,
2013Q1,S08000015,,S08000024,Upper GI,,1,,0,
2013Q1,S08000015,,S08000031,Colorectal,,3,,1,
2013Q1,S08000015,,S08000031,Lung,,26,,26,
2013Q1,S08000015,,S08000031,Ovarian,,1,,1,
2013Q1,S08000015,,S08000031,Upper GI,,5,,4,
2013Q1,S08000015,,S08000031,Urological,,8,,2,
2013Q1,S08000015,,SB0801,Lung,,7,,6,
2013Q1,S08000016,,S08000016,Breast,,12,,12,
2013Q1,S08000016,,S08000016,Colorectal,,9,,8,
2013Q1,S08000016,,S08000016,Lung,,8,,8,
2013Q1,S08000016,,S08000016,Lymphoma,,4,,4,
2013Q1,S08000016,,S08000016,Melanoma,,4,,4,
2013Q1,S08000016,,S08000016,Ovarian,,8,,8,
2013Q1,S08000016,,S08000016,Upper GI,,7,,7,
2013Q1,S08000016,,S08000016,Urological,,7,,7,
2013Q1,S08000016,,S08000024,Cervical,,1,,1,
2013Q1,S08000016,,S08000024,Head & Neck,,2,,2,
2013Q1,S08000016,,S08000024,Lung,,4,,4,
2013Q1,S08000016,,S08000024,Ovarian,,1,,1,
2013Q1,S08000016,,S08000024,Upper GI,,5,,5,
2013Q1,S08000017,,S08000017,Breast,,21,,21,
2013Q1,S08000017,,S08000017,Cervical,,1,,1,
2013Q1,S08000017,,S08000017,Colorectal,,18,,18,
2013Q1,S08000017,,S08000017,Lung,,13,,13,
2013Q1,S08000017,,S08000017,Lymphoma,,3,,3,
2013Q1,S08000017,,S08000017,Melanoma,,6,,6,
2013Q1,S08000017,,S08000017,Ovarian,,2,,2,
2013Q1,S08000017,,S08000017,Upper GI,,12,,12,
2013Q1,S08000017,,S08000017,Urological,,14,,14,
2013Q1,S08000017,,S08000024,Breast,,1,,1,
2013Q1,S08000017,,S08000024,Cervical,,1,,0,
2013Q1,S08000017,,S08000024,Colorectal,,1,,0,
2013Q1,S08000017,,S08000024,Lung,,1,,1,
2013Q1,S08000017,,S08000024,Melanoma,,1,,1,
2013Q1,S08000017,,S08000024,Ovarian,,1,,1,
2013Q1,S08000017,,S08000024,Upper GI,,1,,1,
2013Q1,S08000017,,S08000024,Urological,,5,,5,
2013Q1,S08000019,,S08000019,Breast,,22,,20,
2013Q1,S08000019,,S08000019,Colorectal,,36,,34,
2013Q1,S08000019,,S08000019,Lung,,25,,25,
2013Q1,S08000019,,S08000019,Lymphoma,,4,,4,
2013Q1,S08000019,,S08000019,Melanoma,,6,,6,
2013Q1,S08000019,,S08000019,Ovarian,,1,,1,
2013Q1,S08000019,,S08000019,Upper GI,,22,,22,
2013Q1,S08000019,,S08000019,Urological,,20,,18,
2013Q1,S08000019,,S08000024,Breast,,1,,1,
2013Q1,S08000019,,S08000024,Upper GI,,1,,1,
2013Q1,S08000019,,S08000031,Cervical,,1,,0,
2013Q1,S08000019,,S08000031,Colorectal,,3,,3,
2013Q1,S08000019,,S08000031,Head & Neck,,4,,4,
2013Q1,S08000019,,S08000031,Lung,,5,,5,
2013Q1,S08000019,,S08000031,Ovarian,,1,,1,
2013Q1,S08000019,,S08000031,Urological,,1,,1,
2013Q1,S08000019,,SB0801,Lung,,3,,3,
2013Q1,S08000020,,S08000020,Breast,,75,,75,
2013Q1,S08000020,,S08000020,Cervical,,5,,5,
2013Q1,S08000020,,S08000020,Colorectal,,44,,41,
2013Q1,S08000020,,S08000020,Head & Neck,,8,,5,
2013Q1,S08000020,,S08000020,Lung,,65,,60,
2013Q1,S08000020,,S08000020,Lymphoma,,11,,5,
2013Q1,S08000020,,S08000020,Melanoma,,6,,5,
2013Q1,S08000020,,S08000020,Ovarian,,7,,7,
2013Q1,S08000020,,S08000020,Upper GI,,34,,30,
2013Q1,S08000020,,S08000020,Urological,,31,,26,
2013Q1,S08000020,,S08000031,Colorectal,,1,,1,
2013Q1,S08000022,,S08000022,Breast,,40,,37,
2013Q1,S08000022,,S08000022,Cervical,,2,,2,
2013Q1,S08000022,,S08000022,Colorectal,,29,,24,
2013Q1,S08000022,,S08000022,Head & Neck,,2,,2,
2013Q1,S08000022,,S08000022,Lung,,23,,21,
2013Q1,S08000022,,S08000022,Lymphoma,,7,,7,
2013Q1,S08000022,,S08000022,Melanoma,,4,,4,
2013Q1,S08000022,,S08000022,Ovarian,,4,,4,
2013Q1,S08000022,,S08000022,Upper GI,,22,,21,
2013Q1,S08000022,,S08000022,Urological,,13,,10,
2013Q1,S08000022,,S08000028,Breast,,1,,1,
2013Q1,S08000022,,S08000031,Lung,,1,,1,
2013Q1,S08000022,,S08000031,Melanoma,,1,,1,
2013Q1,S08000024,,S08000024,Breast,,139,,139,
2013Q1,S08000024,,S08000024,Cervical,,6,,6,
2013Q1,S08000024,,S08000024,Colorectal,,103,,96,
2013Q1,S08000024,,S08000024,Head & Neck,,20,,19,
2013Q1,S08000024,,S08000024,Lung,,75,,64,
2013Q1,S08000024,,S08000024,Lymphoma,,15,,14,
2013Q1,S08000024,,S08000024,Melanoma,,14,,14,
2013Q1,S08000024,,S08000024,Ovarian,,4,,4,
2013Q1,S08000024,,S08000024,Upper GI,,51,,51,
2013Q1,S08000024,,S08000024,Urological,,53,,52,
2013Q1,S08000024,,S08000029,Breast,,8,,8,
2013Q1,S08000025,,S08000020,Breast,,1,,1,
2013Q1,S08000025,,S08000020,Lung,,1,,1,
2013Q1,S08000025,,S08000020,Urological,,2,,1,
2013Q1,S08000025,,S08000025,Breast,,1,,1,
2013Q1,S08000025,,S08000025,Colorectal,,1,,1,
2013Q1,S08000026,,S08000020,Lung,,1,,1,
2013Q1,S08000026,,S08000020,Ovarian,,1,,1,
2013Q1,S08000026,,S08000020,Upper GI,,3,,2,
2013Q1,S08000026,,S08000020,Urological,,1,,1,
2013Q1,S08000026,,S08000026,Breast,,3,,3,
2013Q1,S08000026,,S08000026,Lung,,1,,1,
2013Q1,S08000026,,S08000026,Upper GI,,3,,3,
2013Q1,S08000026,,S08000026,Urological,,4,,4,
2013Q1,S08000028,,S08000022,Head & Neck,,1,,1,
2013Q1,S08000028,,S08000022,Upper GI,,1,,1,
2013Q1,S08000028,,S08000022,Urological,,2,,1,
2013Q1,S08000028,,S08000028,Breast,,1,,1,
2013Q1,S08000028,,S08000028,Lung,,1,,1,
2013Q1,S08000028,,S08000028,Upper GI,,4,,4,
2013Q1,S08000028,,S08000028,Urological,,1,,1,
2013Q1,S08000028,,S08000031,Melanoma,,1,,1,
2013Q1,S08000028,,S08000031,Ovarian,,1,,1,
2013Q1,S08000029,,S08000024,Cervical,,2,,2,
2013Q1,S08000029,,S08000024,Colorectal,,6,,5,
2013Q1,S08000029,,S08000024,Head & Neck,,5,,4,
2013Q1,S08000029,,S08000024,Lung,,10,,9,
2013Q1,S08000029,,S08000024,Ovarian,,3,,3,
2013Q1,S08000029,,S08000024,Upper GI,,4,,4,
2013Q1,S08000029,,S08000024,Urological,,5,,4,
2013Q1,S08000029,,S08000029,Breast,,21,,21,
2013Q1,S08000029,,S08000029,Cervical,,2,,2,
2013Q1,S08000029,,S08000029,Colorectal,,24,,24,
2013Q1,S08000029,,S08000029,Head & Neck,,1,,1,
2013Q1,S08000029,,S08000029,Lung,,25,,25,
2013Q1,S08000029,,S08000029,Lymphoma,,11,,11,
2013Q1,S08000029,,S08000029,Melanoma,,5,,5,
2013Q1,S08000029,,S08000029,Ovarian,,6,,5,
2013Q1,S08000029,,S08000029,Upper GI,,11,,11,
2013Q1,S08000029,,S08000029,Urological,,27,,27,
2013Q1,S08000029,,S08000030,Colorectal,,1,,1,
2013Q1,S08000029,,S08000030,Lymphoma,,1,,1,
2013Q1,S08000030,,S08000024,Lung,,5,,4,
2013Q1,S08000030,,S08000030,Breast,,68,,62,
2013Q1,S08000030,,S08000030,Cervical,,3,,2,
2013Q1,S08000030,,S08000030,Colorectal,,31,,30,
2013Q1,S08000030,,S08000030,Head & Neck,,3,,2,
2013Q1,S08000030,,S08000030,Lung,,37,,35,
2013Q1,S08000030,,S08000030,Melanoma,,6,,6,
2013Q1,S08000030,,S08000030,Ovarian,,7,,6,
2013Q1,S08000030,,S08000030,Upper GI,,24,,23,
2013Q1,S08000030,,S08000030,Urological,,40,,38,
2013Q1,S08000031,,S08000031,Breast,,212,,209,
2013Q1,S08000031,,S08000031,Cervical,,2,,2,
2013Q1,S08000031,,S08000031,Colorectal,,91,,83,
2013Q1,S08000031,,S08000031,Head & Neck,,35,,34,
2013Q1,S08000031,,S08000031,Lung,,96,,89,
2013Q1,S08000031,,S08000031,Lymphoma,,25,,23,
2013Q1,S08000031,,S08000031,Melanoma,,17,,17,
2013Q1,S08000031,,S08000031,Ovarian,,8,,8,
2013Q1,S08000031,,S08000031,Upper GI,,77,,64,
2013Q1,S08000031,,S08000031,Urological,,92,,88,
2013Q1,S08000031,,S08000032,Breast,,6,,6,
2013Q1,S08000031,,SB0801,Colorectal,,1,,1,
2013Q1,S08000031,,SB0801,Lung,,20,,15,
2013Q1,S08000032,,S08000031,Breast,,1,,0,
2013Q1,S08000032,,S08000031,Cervical,,2,,2,
2013Q1,S08000032,,S08000031,Colorectal,,5,,4,
2013Q1,S08000032,,S08000031,Head & Neck,,1,,1,
2013Q1,S08000032,,S08000031,Lung,,13,,13,
2013Q1,S08000032,,S08000031,Melanoma,,2,,2,
